"id","ICAO","IATA","Name","WTC","fileType","yrtext","season","year","phase","hasWTC","mean","median","p10","p90","stDev"
12,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","16S","Summer","16","Out",FALSE,11.9272862786018,11,8,16,4.50634958133601
17,"EKCH","CPH","COPENHAGEN KASTRUP","H","xlsx","16S","Summer","16","Out",TRUE,14.6527527887729,14,11,19,4.14156903978321
17,"EKCH","CPH","COPENHAGEN KASTRUP","M","xlsx","16S","Summer","16","Out",TRUE,11.80950455634,11,8,16,4.48429415107431
8,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","16W","Winter","16","In",FALSE,5.81645233287278,6,4,8,2.0927354639832
15,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","16W","Winter","16","Out",FALSE,12.336297279363,11,8,17,5.86085382121773
20,"EKCH","CPH","COPENHAGEN KASTRUP","H","xlsx","16W","Winter","16","Out",TRUE,15.0848115299335,14,10,19,6.3776519757035
20,"EKCH","CPH","COPENHAGEN KASTRUP","M","xlsx","16W","Winter","16","Out",TRUE,12.1980708650442,16,12,23,5.7994493901087
6,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","17S","Summer","17","In",FALSE,5.71172828586591,5,4,8,2.05880540341326
13,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","17S","Summer","17","Out",FALSE,11.9596021611002,11,8,16,5.07925152001713
18,"EKCH","CPH","COPENHAGEN KASTRUP","H","xlsx","17S","Summer","17","Out",TRUE,13.9063173007897,13,10,18,3.60941064110531
18,"EKCH","CPH","COPENHAGEN KASTRUP","M","xlsx","17S","Summer","17","Out",TRUE,11.8608777707878,11,8,16,5.12494085623228
22,"EKCH","CPH","COPENHAGEN KASTRUP","H","xlsx","17W","Winter","17","Out",TRUE,15.734243697479,14,11,24,7.38789139112113
22,"EKCH","CPH","COPENHAGEN KASTRUP","M","xlsx","17W","Winter","17","Out",TRUE,12.9382950081046,11,8,20,6.31043757262896
9,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","17W","Winter","17","In",FALSE,5.79941997178241,6,4,8,1.89172838968813
24,"EKCH","CPH","COPENHAGEN KASTRUP",NA,"xlsx","17W","Winter","17","Out",FALSE,13.0772785421507,11,8,20,6.39712200543013
1,"EKEB","EBJ","Esbjerg",NA,"pdf","11S","Summer","11","Out",FALSE,6,5,3,9,2
5,"EKEB","EBJ","Esbjerg",NA,"pdf","11S","Summer","11","In",FALSE,4,4,2,7,2
2,"EKEB","EBJ","Esbjerg",NA,"pdf","11W","Winter","11","In",FALSE,4,4,3,7,2
3,"EKEB","EBJ","Esbjerg",NA,"pdf","11W","Winter","11","Out",FALSE,6,6,3,10,3
7,"EKEB","EBJ","Esbjerg",NA,"xlsx","15W","Winter","15","In",FALSE,2.74789915966387,3,2,4,1.0769427535527
14,"EKEB","EBJ","Esbjerg",NA,"xlsx","15W","Winter","15","Out",FALSE,4.9646017699115,4,3,8,4.35007883155098
5,"EKEB","EBJ","Esbjerg",NA,"xlsx","16S","Summer","16","In",FALSE,2.67929292929293,2,2,4,1.04611421069752
12,"EKEB","EBJ","Esbjerg",NA,"xlsx","16S","Summer","16","Out",FALSE,4.73589743589744,4,3,7,1.9765966413289
8,"EKEB","EBJ","Esbjerg",NA,"xlsx","16W","Winter","16","In",FALSE,2.84158415841584,3,2,5,1.05314193047184
15,"EKEB","EBJ","Esbjerg",NA,"xlsx","16W","Winter","16","Out",FALSE,5.45918367346939,5,3,8,4.8180608235497
9,"EKEB","EBJ","Esbjerg",NA,"xlsx","17W","Winter","17","In",FALSE,3.36231884057971,3,2,5,1.33969180999729
24,"EKEB","EBJ","Esbjerg",NA,"xlsx","17W","Winter","17","Out",FALSE,5.63076923076923,5,3,10,2.9363756110686
1,"EKKA","KRP","Karup",NA,"pdf","11S","Summer","11","Out",FALSE,6,5,4,8,2
5,"EKKA","KRP","Karup",NA,"pdf","11S","Summer","11","In",FALSE,4,4,3,5,1
2,"EKKA","KRP","Karup",NA,"pdf","11W","Winter","11","In",FALSE,4,4,3,5,1
3,"EKKA","KRP","Karup",NA,"pdf","11W","Winter","11","Out",FALSE,6,5,4,8,2
9,"EKKA","KRP","Karup",NA,"pdf","12S","Summer","12","In",FALSE,5,5,4,6,1
13,"EKKA","KRP","Karup",NA,"pdf","12S","Summer","12","Out",FALSE,7,6,5,9,2
10,"EKKA","KRP","Karup",NA,"pdf","13S","Summer","13","In",FALSE,5,5,4,6,1
14,"EKKA","KRP","Karup",NA,"pdf","13S","Summer","13","Out",FALSE,6,6,5,9,2
12,"EKKA","KRP","Karup",NA,"pdf","13W","Winter","13","In",FALSE,4,4,4,5,1
16,"EKKA","KRP","Karup",NA,"pdf","13W","Winter","13","Out",FALSE,6,5,4,8,2
1,"EKKA","KRP","Karup",NA,"xlsx","14S","Summer","14","In",FALSE,4.26467065868263,4,3,5,0.828528921148093
2,"EKKA","KRP","Karup",NA,"xlsx","14S","Summer","14","Out",FALSE,5.62634730538922,5,4,8,1.78839194656376
10,"EKKA","KRP","Karup",NA,"xlsx","14W","Winter","14","In",FALSE,4.51607142857143,4,3,6,1.13005402782397
23,"EKKA","KRP","Karup",NA,"xlsx","14W","Winter","14","Out",FALSE,6.29181494661922,6,4,9,2.65689240853051
1,"EKOD","ODE","Odense",NA,"pdf","11S","Summer","11","Out",FALSE,5,5,3,7,3
5,"EKOD","ODE","Odense",NA,"pdf","11S","Summer","11","In",FALSE,3,3,2,5,1
1,"EKRN","RNN","Bornholm/Ronne",NA,"pdf","11S","Summer","11","Out",FALSE,5,4,3,6,2
5,"EKRN","RNN","Bornholm/Ronne",NA,"pdf","11S","Summer","11","In",FALSE,3,3,2,4,1
2,"EKRN","RNN","Bornholm/Ronne",NA,"pdf","11W","Winter","11","In",FALSE,3,3,2,4,1
3,"EKRN","RNN","Bornholm/Ronne",NA,"pdf","11W","Winter","11","Out",FALSE,5,5,3,6,1
1,"EKSB","SGD","Soenderborg",NA,"pdf","11S","Summer","11","Out",FALSE,4,4,3,6,2
5,"EKSB","SGD","Soenderborg",NA,"pdf","11S","Summer","11","In",FALSE,2,2,2,3,1
2,"EKSB","SGD","Soenderborg",NA,"pdf","11W","Winter","11","In",FALSE,2,2,2,3,1
3,"EKSB","SGD","Soenderborg",NA,"pdf","11W","Winter","11","Out",FALSE,5,4,3,6,3
9,"EKVG","FAE","VAGAR/FAROE ISLANDS",NA,"xlsx","17W","Winter","17","In",FALSE,3.32716049382716,3,2,5,1.35054737885383
24,"EKVG","FAE","VAGAR/FAROE ISLANDS",NA,"xlsx","17W","Winter","17","Out",FALSE,5.65432098765432,5,4,9,2.27413484376616
4,"EKYT","AAL","Aalborg",NA,"pdf","10S","Summer","10","In",FALSE,4,4,3,6,1
7,"EKYT","AAL","Aalborg",NA,"pdf","10S","Summer","10","Out",FALSE,7,6,5,10,5
6,"EKYT","AAL","Aalborg",NA,"pdf","10W","Winter","10","In",FALSE,4,4,3,6,1
8,"EKYT","AAL","Aalborg",NA,"pdf","10W","Winter","10","Out",FALSE,8,7,5,11,3
1,"EKYT","AAL","Aalborg",NA,"pdf","11S","Summer","11","Out",FALSE,8,7,5,11,20
5,"EKYT","AAL","Aalborg",NA,"pdf","11S","Summer","11","In",FALSE,4,4,3,5,1
2,"EKYT","AAL","Aalborg",NA,"pdf","11W","Winter","11","In",FALSE,4,4,3,5,1
3,"EKYT","AAL","Aalborg",NA,"pdf","11W","Winter","11","Out",FALSE,8,7,5,10,25
9,"EKYT","AAL","Aalborg",NA,"pdf","12S","Summer","12","In",FALSE,5,5,3,6,1
13,"EKYT","AAL","Aalborg",NA,"pdf","12S","Summer","12","Out",FALSE,9,9,6,12,3
11,"EKYT","AAL","Aalborg",NA,"pdf","12W","Winter","12","In",FALSE,5,5,3,6,1
15,"EKYT","AAL","Aalborg",NA,"pdf","12W","Winter","12","Out",FALSE,10,10,6,12,3
10,"EKYT","AAL","Aalborg",NA,"pdf","13S","Summer","13","In",FALSE,5,5,3,6,1
14,"EKYT","AAL","Aalborg",NA,"pdf","13S","Summer","13","Out",FALSE,9,9,6,12,3
12,"EKYT","AAL","Aalborg",NA,"pdf","13W","Winter","13","In",FALSE,5,5,3,6,1
16,"EKYT","AAL","Aalborg",NA,"pdf","13W","Winter","13","Out",FALSE,9,9,6,12,3
1,"EKYT","AAL","Aalborg",NA,"xlsx","14S","Summer","14","In",FALSE,4.52502691065662,5,3,6,1.1522898377013
2,"EKYT","AAL","Aalborg",NA,"xlsx","14S","Summer","14","Out",FALSE,8.90127305793713,9,5,12,3.46989142593835
10,"EKYT","AAL","Aalborg",NA,"xlsx","14W","Winter","14","In",FALSE,4.6062874251497,5,3,6,1.1977475383308
23,"EKYT","AAL","Aalborg",NA,"xlsx","14W","Winter","14","Out",FALSE,8.75853742669886,9,5,12,2.95392360511136
4,"EKYT","AAL","Aalborg",NA,"xlsx","15S","Summer","15","In",FALSE,4.41343004211511,4,3,6,1.39475708423745
11,"EKYT","AAL","Aalborg",NA,"xlsx","15S","Summer","15","Out",FALSE,8.90642242330611,9,6,12,2.91120705443513
7,"EKYT","AAL","Aalborg",NA,"xlsx","15W","Winter","15","In",FALSE,4.45370664969774,4,3,6,1.23638534951895
14,"EKYT","AAL","Aalborg",NA,"xlsx","15W","Winter","15","Out",FALSE,9.14235668789809,9,6,12,2.87641631307978
5,"EKYT","AAL","Aalborg",NA,"xlsx","16S","Summer","16","In",FALSE,4.63179723502304,5,3,6,1.2205141354826
12,"EKYT","AAL","Aalborg",NA,"xlsx","16S","Summer","16","Out",FALSE,9.24158598432457,9,6,12,3.15822169604971
8,"EKYT","AAL","Aalborg",NA,"xlsx","16W","Winter","16","In",FALSE,4.70949074074074,5,3,6,1.75608843599952
15,"EKYT","AAL","Aalborg",NA,"xlsx","16W","Winter","16","Out",FALSE,9.20591625048021,9,7,12,2.31474477767164
6,"EKYT","AAL","Aalborg",NA,"xlsx","17S","Summer","17","In",FALSE,4.37143862117482,4,3,6,1.35211159902864
13,"EKYT","AAL","Aalborg",NA,"xlsx","17S","Summer","17","Out",FALSE,8.59179342058719,8,6,11,2.72279892259409
9,"EKYT","AAL","Aalborg",NA,"xlsx","17W","Winter","17","In",FALSE,4.50373387644263,4,3,6,1.32655507327474
24,"EKYT","AAL","Aalborg",NA,"xlsx","17W","Winter","17","Out",FALSE,9.25178632187819,9,6,12,2.93471499769612
4,"ELLX","LUX","Luxembourg",NA,"pdf","10S","Summer","10","In",FALSE,4,4,3,6,2
7,"ELLX","LUX","Luxembourg",NA,"pdf","10S","Summer","10","Out",FALSE,9,9,5,13,4
6,"ELLX","LUX","Luxembourg",NA,"pdf","10W","Winter","10","In",FALSE,4,4,3,6,2
8,"ELLX","LUX","Luxembourg",NA,"pdf","10W","Winter","10","Out",FALSE,10,9,5,15,4
1,"ELLX","LUX","Luxembourg",NA,"pdf","11S","Summer","11","Out",FALSE,9,8,5,13,3
5,"ELLX","LUX","Luxembourg",NA,"pdf","11S","Summer","11","In",FALSE,4,4,3,5,1
2,"ELLX","LUX","Luxembourg",NA,"pdf","11W","Winter","11","In",FALSE,4,4,3,6,1
3,"ELLX","LUX","Luxembourg",NA,"pdf","11W","Winter","11","Out",FALSE,9,8,5,13,3
9,"ELLX","LUX","Luxembourg",NA,"pdf","12S","Summer","12","In",FALSE,4,4,3,5,1
13,"ELLX","LUX","Luxembourg",NA,"pdf","12S","Summer","12","Out",FALSE,9,8,5,12,3
11,"ELLX","LUX","Luxembourg",NA,"pdf","12W","Winter","12","In",FALSE,4,4,3,6,1
15,"ELLX","LUX","Luxembourg",NA,"pdf","12W","Winter","12","Out",FALSE,9,9,5,14,4
10,"ELLX","LUX","Luxembourg",NA,"pdf","13S","Summer","13","In",FALSE,4,4,3,5,1
14,"ELLX","LUX","Luxembourg",NA,"pdf","13S","Summer","13","Out",FALSE,9,9,5,13,3
12,"ELLX","LUX","Luxembourg",NA,"pdf","13W","Winter","13","In",FALSE,4,4,3,6,1
16,"ELLX","LUX","Luxembourg",NA,"pdf","13W","Winter","13","Out",FALSE,9,9,5,13,3
1,"ELLX","LUX","Luxembourg",NA,"xlsx","14S","Summer","14","In",FALSE,4.14314264301774,4,3,6,1.17160703353429
2,"ELLX","LUX","Luxembourg",NA,"xlsx","14S","Summer","14","Out",FALSE,8.8161599333611,9,5,13,3.26277849486831
10,"ELLX","LUX","Luxembourg",NA,"xlsx","14W","Winter","14","In",FALSE,4.29177189950818,4,3,6,1.4747074699252
23,"ELLX","LUX","Luxembourg",NA,"xlsx","14W","Winter","14","Out",FALSE,9.07919213393569,9,5,13,3.40690722049482
4,"ELLX","LUX","Luxembourg",NA,"xlsx","15S","Summer","15","In",FALSE,4.12501004903931,4,3,5,1.35239062162196
11,"ELLX","LUX","Luxembourg",NA,"xlsx","15S","Summer","15","Out",FALSE,8.7278040188936,9,5,13,3.36349419022439
7,"ELLX","LUX","Luxembourg",NA,"xlsx","15W","Winter","15","In",FALSE,4.310125,4,3,6,1.27344029724555
14,"ELLX","LUX","Luxembourg",NA,"xlsx","15W","Winter","15","Out",FALSE,8.52020012507817,8,5,13,3.51154298857289
5,"ELLX","LUX","Luxembourg",NA,"xlsx","16S","Summer","16","In",FALSE,4.20104078977577,4,3,6,1.39253179190396
12,"ELLX","LUX","Luxembourg",NA,"xlsx","16S","Summer","16","Out",FALSE,8.69196599525159,8,5,13,3.59643801042284
8,"ELLX","LUX","Luxembourg",NA,"xlsx","16W","Winter","16","In",FALSE,4.47421354227576,4,3,6,1.60685898558043
15,"ELLX","LUX","Luxembourg",NA,"xlsx","16W","Winter","16","Out",FALSE,8.98279695728496,8,5,14,3.91201918394964
6,"ELLX","LUX","Luxembourg",NA,"xlsx","17S","Summer","17","In",FALSE,4.40356489945155,4,3,6,1.48639636916747
13,"ELLX","LUX","Luxembourg",NA,"xlsx","17S","Summer","17","Out",FALSE,9.24254291495333,9,5,13,3.66849823187729
9,"ELLX","LUX","Luxembourg",NA,"xlsx","17W","Winter","17","In",FALSE,4.59782033647233,4,3,6,1.70440807577757
24,"ELLX","LUX","Luxembourg",NA,"xlsx","17W","Winter","17","Out",FALSE,10.1190728196444,10,6,15,3.76443333077957
4,"ENAL","AES","Alesund/Vigra",NA,"pdf","10S","Summer","10","In",FALSE,3,3,1,4,1
7,"ENAL","AES","Alesund/Vigra",NA,"pdf","10S","Summer","10","Out",FALSE,7,6,5,9,3
6,"ENAL","AES","Alesund/Vigra",NA,"pdf","10W","Winter","10","In",FALSE,3,3,1,4,1
8,"ENAL","AES","Alesund/Vigra",NA,"pdf","10W","Winter","10","Out",FALSE,9,7,5,14,8
1,"ENAL","AES","Alesund/Vigra",NA,"pdf","11S","Summer","11","Out",FALSE,7,7,5,9,3
5,"ENAL","AES","Alesund/Vigra",NA,"pdf","11S","Summer","11","In",FALSE,3,3,1,4,3
2,"ENAL","AES","Alesund/Vigra",NA,"pdf","11W","Winter","11","In",FALSE,3,3,2,4,1
3,"ENAL","AES","Alesund/Vigra",NA,"pdf","11W","Winter","11","Out",FALSE,8,7,5,11,4
9,"ENAL","AES","Alesund/Vigra",NA,"pdf","12S","Summer","12","In",FALSE,3,3,1,4,1
13,"ENAL","AES","Alesund/Vigra",NA,"pdf","12S","Summer","12","Out",FALSE,8,7,5,10,4
11,"ENAL","AES","Alesund/Vigra",NA,"pdf","12W","Winter","12","In",FALSE,3,2,1,4,1
15,"ENAL","AES","Alesund/Vigra",NA,"pdf","12W","Winter","12","Out",FALSE,8,7,5,12,5
10,"ENAL","AES","Alesund/Vigra",NA,"pdf","13S","Summer","13","In",FALSE,3,3,1,4,1
14,"ENAL","AES","Alesund/Vigra",NA,"pdf","13S","Summer","13","Out",FALSE,8,7,5,10,4
12,"ENAL","AES","Alesund/Vigra",NA,"pdf","13W","Winter","13","In",FALSE,3,3,1,4,1
16,"ENAL","AES","Alesund/Vigra",NA,"pdf","13W","Winter","13","Out",FALSE,8,7,5,11,5
1,"ENAL","AES","Alesund/Vigra",NA,"xlsx","14S","Summer","14","In",FALSE,2.71135991261606,3,1,4,1.67943905806377
2,"ENAL","AES","Alesund/Vigra",NA,"xlsx","14S","Summer","14","Out",FALSE,7.17119341563786,7,5,9,3.36741892825588
10,"ENAL","AES","Alesund/Vigra",NA,"xlsx","14W","Winter","14","In",FALSE,2.56061719324026,2,2,4,1.02710387039073
23,"ENAL","AES","Alesund/Vigra",NA,"xlsx","14W","Winter","14","Out",FALSE,7.79432107753913,7,4,12,5.49444503322806
4,"ENAL","AES","Alesund/Vigra",NA,"xlsx","15S","Summer","15","In",FALSE,2.50715249662618,2,1,4,1.3860673249436
11,"ENAL","AES","Alesund/Vigra",NA,"xlsx","15S","Summer","15","Out",FALSE,6.87328490718321,6,3,10,4.84360678554996
7,"ENAL","AES","Alesund/Vigra",NA,"xlsx","15W","Winter","15","In",FALSE,2.62145748987854,2,2,4,1.16048459051657
14,"ENAL","AES","Alesund/Vigra",NA,"xlsx","15W","Winter","15","Out",FALSE,8.15390749601276,7,3,14,7.40752298488874
5,"ENAL","AES","Alesund/Vigra",NA,"xlsx","16S","Summer","16","In",FALSE,2.51445239989393,2,1,4,0.927613855710755
12,"ENAL","AES","Alesund/Vigra",NA,"xlsx","16S","Summer","16","Out",FALSE,7.05911983032874,6,3,10,5.23091336145269
8,"ENAL","AES","Alesund/Vigra",NA,"xlsx","16W","Winter","16","In",FALSE,2.50963302752294,2,1,4,0.972026763338898
15,"ENAL","AES","Alesund/Vigra",NA,"xlsx","16W","Winter","16","Out",FALSE,7.52398355413431,7,4,11,4.44682120834215
6,"ENAL","AES","Alesund/Vigra",NA,"xlsx","17S","Summer","17","In",FALSE,2.56103678929766,2,1,4,1.00675623202319
13,"ENAL","AES","Alesund/Vigra",NA,"xlsx","17S","Summer","17","Out",FALSE,7.0587243607755,7,4,9,4.22613747351892
9,"ENAL","AES","Alesund/Vigra",NA,"xlsx","17W","Winter","17","In",FALSE,2.59722222222222,2,1,4,1.25121291559823
24,"ENAL","AES","Alesund/Vigra",NA,"xlsx","17W","Winter","17","Out",FALSE,8.154130702836,7,4,14,5.77487472047542
4,"ENAN","ANX","Andoya/Andenes",NA,"pdf","10S","Summer","10","In",FALSE,2,2,2,3,1
7,"ENAN","ANX","Andoya/Andenes",NA,"pdf","10S","Summer","10","Out",FALSE,3,2,2,4,1
1,"ENAN","ANX","Andoya/Andenes",NA,"pdf","11S","Summer","11","Out",FALSE,2,2,2,3,1
5,"ENAN","ANX","Andoya/Andenes",NA,"pdf","11S","Summer","11","In",FALSE,2,2,2,3,1
2,"ENAN","ANX","Andoya/Andenes",NA,"pdf","11W","Winter","11","In",FALSE,3,2,2,4,1
3,"ENAN","ANX","Andoya/Andenes",NA,"pdf","11W","Winter","11","Out",FALSE,3,2,2,4,2
9,"ENAN","ANX","Andoya/Andenes",NA,"pdf","12S","Summer","12","In",FALSE,2,2,2,3,1
13,"ENAN","ANX","Andoya/Andenes",NA,"pdf","12S","Summer","12","Out",FALSE,3,2,2,4,1
11,"ENAN","ANX","Andoya/Andenes",NA,"pdf","12W","Winter","12","In",FALSE,3,2,2,3,1
15,"ENAN","ANX","Andoya/Andenes",NA,"pdf","12W","Winter","12","Out",FALSE,3,2,2,4,1
10,"ENAN","ANX","Andoya/Andenes",NA,"pdf","13S","Summer","13","In",FALSE,3,2,2,4,1
14,"ENAN","ANX","Andoya/Andenes",NA,"pdf","13S","Summer","13","Out",FALSE,3,2,2,4,1
12,"ENAN","ANX","Andoya/Andenes",NA,"pdf","13W","Winter","13","In",FALSE,4,4,2,6,2
16,"ENAN","ANX","Andoya/Andenes",NA,"pdf","13W","Winter","13","Out",FALSE,4,4,2,7,2
1,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","14S","Summer","14","In",FALSE,4.33184855233853,5,2,6,1.29621227264088
2,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","14S","Summer","14","Out",FALSE,4.60797342192691,5,2,6,1.71248920606504
10,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","14W","Winter","14","In",FALSE,2.83630470016207,3,2,4,1.02284519680032
23,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","14W","Winter","14","Out",FALSE,3.01607717041801,2,2,5,1.66029663274034
4,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","15S","Summer","15","In",FALSE,2.31257078142695,2,2,3,0.586826725543387
11,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","15S","Summer","15","Out",FALSE,2.23356009070295,2,2,3,0.897648979547476
7,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","15W","Winter","15","In",FALSE,2.41930116472546,2,2,3,0.600466633112927
14,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","15W","Winter","15","Out",FALSE,2.63756177924217,2,2,4,1.55549891788881
5,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","16S","Summer","16","In",FALSE,2.18023887079262,2,2,3,0.444874612828821
12,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","16S","Summer","16","Out",FALSE,2.36521739130435,2,2,3,1.34451165698923
8,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","16W","Winter","16","In",FALSE,2.37950138504155,2,2,3,0.630273992996757
15,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","16W","Winter","16","Out",FALSE,2.65564738292011,2,2,4,1.65869209180855
6,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","17S","Summer","17","In",FALSE,2.22549019607843,2,2,3,0.455701026371063
13,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","17S","Summer","17","Out",FALSE,2.38798701298701,2,2,3,1.2272456462558
9,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","17W","Winter","17","In",FALSE,2.38563049853372,2,2,3,0.828617356665576
24,"ENAN","ANX","Andoya/Andenes",NA,"xlsx","17W","Winter","17","Out",FALSE,2.56352765321375,2,1,3,2.0562996803377
4,"ENAT","ALF","Alta",NA,"pdf","10S","Summer","10","In",FALSE,3,3,2,5,1
7,"ENAT","ALF","Alta",NA,"pdf","10S","Summer","10","Out",FALSE,5,4,2,8,3
6,"ENAT","ALF","Alta",NA,"pdf","10W","Winter","10","In",FALSE,3,3,2,4,1
8,"ENAT","ALF","Alta",NA,"pdf","10W","Winter","10","Out",FALSE,5,4,2,9,4
1,"ENAT","ALF","Alta",NA,"pdf","11S","Summer","11","Out",FALSE,5,4,2,8,3
5,"ENAT","ALF","Alta",NA,"pdf","11S","Summer","11","In",FALSE,3,3,2,4,1
2,"ENAT","ALF","Alta",NA,"pdf","11W","Winter","11","In",FALSE,3,3,2,4,2
3,"ENAT","ALF","Alta",NA,"pdf","11W","Winter","11","Out",FALSE,5,4,2,9,4
9,"ENAT","ALF","Alta",NA,"pdf","12S","Summer","12","In",FALSE,3,3,2,4,1
13,"ENAT","ALF","Alta",NA,"pdf","12S","Summer","12","Out",FALSE,5,4,2,8,3
11,"ENAT","ALF","Alta",NA,"pdf","12W","Winter","12","In",FALSE,3,3,2,4,1
15,"ENAT","ALF","Alta",NA,"pdf","12W","Winter","12","Out",FALSE,5,4,2,9,4
10,"ENAT","ALF","Alta",NA,"pdf","13S","Summer","13","In",FALSE,3,3,2,4,1
14,"ENAT","ALF","Alta",NA,"pdf","13S","Summer","13","Out",FALSE,5,4,2,8,3
12,"ENAT","ALF","Alta",NA,"pdf","13W","Winter","13","In",FALSE,3,3,2,5,1
16,"ENAT","ALF","Alta",NA,"pdf","13W","Winter","13","Out",FALSE,5,4,2,9,4
1,"ENAT","ALF","Alta",NA,"xlsx","14S","Summer","14","In",FALSE,3.01029543419875,3,2,4,1.05656483256626
2,"ENAT","ALF","Alta",NA,"xlsx","14S","Summer","14","Out",FALSE,5.22602431337235,4,2,9,3.58013386147435
10,"ENAT","ALF","Alta",NA,"xlsx","14W","Winter","14","In",FALSE,2.94285714285714,3,2,4,0.937692351651527
23,"ENAT","ALF","Alta",NA,"xlsx","14W","Winter","14","Out",FALSE,4.97501951600312,3,2,9,4.19609198992349
4,"ENAT","ALF","Alta",NA,"xlsx","15S","Summer","15","In",FALSE,2.87988695242581,3,2,4,0.887756062240926
11,"ENAT","ALF","Alta",NA,"xlsx","15S","Summer","15","Out",FALSE,4.81784037558685,4,2,8,2.69833917795204
7,"ENAT","ALF","Alta",NA,"xlsx","15W","Winter","15","In",FALSE,2.95966514459665,3,2,4,0.93947136075147
14,"ENAT","ALF","Alta",NA,"xlsx","15W","Winter","15","Out",FALSE,5.47040498442368,3,2,9,4.68558388340826
5,"ENAT","ALF","Alta",NA,"xlsx","16S","Summer","16","In",FALSE,2.80835734870317,3,2,4,0.919784824859901
12,"ENAT","ALF","Alta",NA,"xlsx","16S","Summer","16","Out",FALSE,4.71234207968902,3,2,8,2.92606233580008
8,"ENAT","ALF","Alta",NA,"xlsx","16W","Winter","16","In",FALSE,2.95768374164811,3,2,4,0.877307107933463
15,"ENAT","ALF","Alta",NA,"xlsx","16W","Winter","16","Out",FALSE,6.33631284916201,4,2,14,5.3624522997521
6,"ENAT","ALF","Alta",NA,"xlsx","17S","Summer","17","In",FALSE,2.90061266167461,3,2,4,0.98886492900862
13,"ENAT","ALF","Alta",NA,"xlsx","17S","Summer","17","Out",FALSE,5.67879203843514,5,2,9,3.57568047335315
9,"ENAT","ALF","Alta",NA,"xlsx","17W","Winter","17","In",FALSE,2.81545741324921,3,2,4,1.1968180104751
24,"ENAT","ALF","Alta",NA,"xlsx","17W","Winter","17","Out",FALSE,5.57937806873977,3,2,10,6.03862806712866
4,"ENBL","FDE","Forde/Bringeland",NA,"pdf","10S","Summer","10","In",FALSE,2,2,2,2,0
7,"ENBL","FDE","Forde/Bringeland",NA,"pdf","10S","Summer","10","Out",FALSE,3,2,2,3,1
1,"ENBL","FDE","Forde/Bringeland",NA,"pdf","11S","Summer","11","Out",FALSE,2,2,2,3,1
5,"ENBL","FDE","Forde/Bringeland",NA,"pdf","11S","Summer","11","In",FALSE,2,2,2,2,0
2,"ENBL","FDE","Forde/Bringeland",NA,"pdf","11W","Winter","11","In",FALSE,2,2,2,2,0
3,"ENBL","FDE","Forde/Bringeland",NA,"pdf","11W","Winter","11","Out",FALSE,3,2,2,4,3
9,"ENBL","FDE","Forde/Bringeland",NA,"pdf","12S","Summer","12","In",FALSE,2,2,2,2,0
13,"ENBL","FDE","Forde/Bringeland",NA,"pdf","12S","Summer","12","Out",FALSE,2,2,2,3,1
11,"ENBL","FDE","Forde/Bringeland",NA,"pdf","12W","Winter","12","In",FALSE,2,2,1,2,0
15,"ENBL","FDE","Forde/Bringeland",NA,"pdf","12W","Winter","12","Out",FALSE,3,2,2,4,3
10,"ENBL","FDE","Forde/Bringeland",NA,"pdf","13S","Summer","13","In",FALSE,2,2,2,2,0
14,"ENBL","FDE","Forde/Bringeland",NA,"pdf","13S","Summer","13","Out",FALSE,3,2,2,3,1
12,"ENBL","FDE","Forde/Bringeland",NA,"pdf","13W","Winter","13","In",FALSE,2,2,1,2,0
16,"ENBL","FDE","Forde/Bringeland",NA,"pdf","13W","Winter","13","Out",FALSE,3,2,2,4,2
1,"ENBL","FDE","Forde/Bringeland",NA,"xlsx","14S","Summer","14","In",FALSE,1.90619621342513,2,1,2,0.327829743084373
2,"ENBL","FDE","Forde/Bringeland",NA,"xlsx","14S","Summer","14","Out",FALSE,2.49398625429553,2,2,3,0.985255837850746
10,"ENBL","FDE","Forde/Bringeland",NA,"xlsx","14W","Winter","14","In",FALSE,1.94923258559622,2,2,2,0.28520864823276
23,"ENBL","FDE","Forde/Bringeland",NA,"xlsx","14W","Winter","14","Out",FALSE,3.56103286384977,2,2,9,2.86881737838174
